"District
Number",Zip Codes,District,Region,County,"School
Type","Alternative
Education
Accountability",Charter,"Number of
Students","%
Economically
Disadvantaged","% EB/EL
Students","Overall
Rating","Overall
Score","Student
Achievement
Rating","Student
Achievement
Score","School
Progress
Rating","School
Progress
Score","Academic
Growth
Rating","Academic
Growth
Score","Relative
Performance
Rating","Relative
Performance
Score","Closing
the Gaps Rating","Closing
the Gaps Score"
14906,,KILLEEN ISD,REGION 12: WACO,BELL,Elementary,No,No,628,87.70%,3.80%,Not Rated: Senate Bill 1365,59,Not Rated: Senate Bill 1365,56,Not Rated: Senate Bill 1365,59,Not Rated: Senate Bill 1365,59,Not Rated: Senate Bill 1365,57,Not Rated: Senate Bill 1365,63
14906,,KILLEEN ISD,REGION 12: WACO,BELL,Elementary,No,No,752,88.20%,7.40%,C,72,Not Rated: Senate Bill 1365,57,C,75,C,75,Not Rated: Senate Bill 1365,59,Not Rated: Senate Bill 1365,64
14906,,KILLEEN ISD,REGION 12: WACO,BELL,Elementary,No,No,828,42.80%,6.40%,B,81,C,72,B,83,B,83,Not Rated: Senate Bill 1365,59,C,76
14906,,KILLEEN ISD,REGION 12: WACO,BELL,Elementary,No,No,891,86.00%,11.30%,B,81,Not Rated: Senate Bill 1365,65,B,83,B,83,C,70,C,77
14906,,KILLEEN ISD,REGION 12: WACO,BELL,Elementary,No,No,665,42.70%,4.40%,B,85,C,77,B,86,B,86,Not Rated: Senate Bill 1365,69,B,81
14906,,KILLEEN ISD,REGION 12: WACO,BELL,Elementary,No,No,599,89.60%,10.90%,B,83,C,77,B,86,Not Rated: Senate Bill 1365,69,B,86,C,75
14906,,KILLEEN ISD,REGION 12: WACO,BELL,Elementary,No,No,629,88.90%,7.00%,C,73,Not Rated: Senate Bill 1365,67,C,74,Not Rated: Senate Bill 1365,67,C,74,C,72
14906,,KILLEEN ISD,REGION 12: WACO,BELL,Elementary,No,No,622,78.10%,11.10%,B,87,C,71,A,91,A,91,C,75,C,77
14906,,KILLEEN ISD,REGION 12: WACO,BELL,Elementary,No,No,768,88.30%,55.60%,B,82,Not Rated: Senate Bill 1365,60,B,85,B,85,Not Rated: Senate Bill 1365,66,C,75
14906,,KILLEEN ISD,REGION 12: WACO,BELL,Elementary,No,No,533,31.30%,6.90%,B,81,B,83,C,72,C,70,C,72,C,77
14906,,KILLEEN ISD,REGION 12: WACO,BELL,Elementary,No,No,616,85.70%,9.10%,Not Rated: Senate Bill 1365,69,Not Rated: Senate Bill 1365,64,C,70,C,70,Not Rated: Senate Bill 1365,69,Not Rated: Senate Bill 1365,65
14906,,KILLEEN ISD,REGION 12: WACO,BELL,Elementary,No,No,630,82.50%,6.80%,B,87,C,73,A,91,A,91,B,81,C,78
14906,,KILLEEN ISD,REGION 12: WACO,BELL,Elementary,No,No,814,85.00%,7.00%,C,76,C,70,C,77,C,77,C,75,C,75
14906,,KILLEEN ISD,REGION 12: WACO,BELL,Elementary,No,No,690,35.70%,5.70%,C,76,C,76,Not Rated: Senate Bill 1365,60,Not Rated,        .,Not Rated: Senate Bill 1365,60,Not Rated,        .
14906,,KILLEEN ISD,REGION 12: WACO,BELL,Elementary,No,No,831,52.10%,6.50%,C,74,Not Rated: Senate Bill 1365,62,C,75,C,75,Not Rated: Senate Bill 1365,56,C,71
14906,,KILLEEN ISD,REGION 12: WACO,BELL,Elementary,No,No,873,54.50%,6.40%,B,89,C,77,A,92,A,92,C,79,B,81
14906,,KILLEEN ISD,REGION 12: WACO,BELL,Elementary,No,No,971,35.70%,7.90%,A,90,B,86,B,86,B,86,C,77,A,98
14906,,KILLEEN ISD,REGION 12: WACO,BELL,Elementary,No,No,594,86.90%,10.80%,B,87,B,85,A,90,B,89,A,90,B,81
14906,,KILLEEN ISD,REGION 12: WACO,BELL,Elementary,No,No,822,48.20%,5.50%,B,86,C,72,A,90,A,90,Not Rated: Senate Bill 1365,60,C,76
14906,,KILLEEN ISD,REGION 12: WACO,BELL,Elementary,No,No,769,54.50%,9.10%,A,91,B,80,A,91,A,91,B,82,A,90
14906,,KILLEEN ISD,REGION 12: WACO,BELL,Elementary,No,No,969,40.10%,6.90%,B,80,C,73,B,82,B,82,Not Rated: Senate Bill 1365,59,C,74
14906,,KILLEEN ISD,REGION 12: WACO,BELL,Elementary,No,No,695,84.90%,6.60%,B,84,B,80,B,88,C,74,B,88,C,76
14906,,KILLEEN ISD,REGION 12: WACO,BELL,Elementary,No,No,"1,020",88.30%,36.30%,C,73,Not Rated: Senate Bill 1365,60,C,74,C,74,Not Rated: Senate Bill 1365,66,C,71
14906,,KILLEEN ISD,REGION 12: WACO,BELL,Elementary,No,No,"1,035",86.30%,27.00%,Not Rated: Senate Bill 1365,66,Not Rated: Senate Bill 1365,56,Not Rated: Senate Bill 1365,67,Not Rated: Senate Bill 1365,67,Not Rated: Senate Bill 1365,58,Not Rated: Senate Bill 1365,64
14906,,KILLEEN ISD,REGION 12: WACO,BELL,Elementary,No,No,"1,002",86.00%,9.60%,C,78,C,72,B,80,C,79,B,80,C,72
14906,,KILLEEN ISD,REGION 12: WACO,BELL,Elementary,No,No,695,51.70%,9.50%,Not Rated: Senate Bill 1365,68,Not Rated: Senate Bill 1365,67,Not Rated: Senate Bill 1365,59,Not Rated: Senate Bill 1365,59,Not Rated: Senate Bill 1365,58,C,70
14907,,ROGERS ISD,REGION 12: WACO,BELL,Elementary,No,No,401,50.90%,9.20%,C,76,C,77,C,75,C,75,C,74,C,73
14908,,SALADO ISD,REGION 12: WACO,BELL,Elementary,No,No,"1,012",25.50%,7.10%,C,78,C,79,C,79,C,79,Not Rated: Senate Bill 1365,59,C,77
14909,,TEMPLE ISD,REGION 12: WACO,BELL,Elementary,No,No,392,91.60%,14.00%,B,81,Not Rated,        .,Not Rated,        .,Not Rated,        .,Not Rated,        .,Not Rated,        .
14909,,TEMPLE ISD,REGION 12: WACO,BELL,Elementary,No,No,321,77.30%,3.10%,Not Rated: Senate Bill 1365,67,Not Rated: Senate Bill 1365,64,Not Rated: Senate Bill 1365,69,Not Rated: Senate Bill 1365,69,Not Rated: Senate Bill 1365,66,Not Rated: Senate Bill 1365,63
14909,,TEMPLE ISD,REGION 12: WACO,BELL,Elementary,No,No,513,83.40%,4.90%,C,78,C,72,B,80,C,77,B,80,C,73
14909,,TEMPLE ISD,REGION 12: WACO,BELL,Elementary,No,No,459,77.80%,4.60%,B,89,C,72,A,94,A,94,C,79,C,78
14909,,TEMPLE ISD,REGION 12: WACO,BELL,Elementary,No,No,754,78.10%,30.60%,C,73,Not Rated: Senate Bill 1365,65,C,74,C,74,Not Rated: Senate Bill 1365,69,C,71
14909,,TEMPLE ISD,REGION 12: WACO,BELL,Elementary,No,No,428,81.10%,1.90%,C,76,Not Rated: Senate Bill 1365,62,B,80,B,80,Not Rated: Senate Bill 1365,66,Not Rated: Senate Bill 1365,68
14909,,TEMPLE ISD,REGION 12: WACO,BELL,Elementary,No,No,509,80.60%,5.30%,B,80,C,73,B,82,B,82,B,80,C,75
14909,,TEMPLE ISD,REGION 12: WACO,BELL,Elementary,No,No,406,65.30%,3.40%,B,81,C,78,B,83,B,82,B,83,C,76
14909,,TEMPLE ISD,REGION 12: WACO,BELL,Elementary,No,No,394,91.10%,58.60%,C,76,Not Rated: Senate Bill 1365,65,C,77,C,77,C,72,C,75
14910,,TROY ISD,REGION 12: WACO,BELL,Elementary,No,No,355,51.50%,6.80%,B,80,C,79,B,80,B,80,B,80,B,81
14910,,TROY ISD,REGION 12: WACO,BELL,Elementary,No,No,415,55.20%,6.70%,B,80,Not Rated,        .,Not Rated,        .,Not Rated,        .,Not Rated,        .,Not Rated,        .
15806,,LEGACY TRADITIONAL SCHOOLS - TEXAS,REGION 20: SAN ANTONIO,BEXAR,Elementary,No,Yes,153,95.40%,37.30%,Not Rated: Senate Bill 1365,59,Not Rated: Senate Bill 1365,44,Not Rated: Senate Bill 1365,65,Not Rated: Senate Bill 1365,65,Not Rated: Senate Bill 1365,45,Not Rated: Senate Bill 1365,56
15806,,LEGACY TRADITIONAL SCHOOLS - TEXAS,REGION 20: SAN ANTONIO,BEXAR,Elementary,No,Yes,83,90.40%,13.30%,C,77,Not Rated: Senate Bill 1365,51,C,77,C,77,Not Rated: Senate Bill 1365,53,Not Rated,        .
15807,,SOUTHWEST PREPARATORY SCHOOL,REGION 20: SAN ANTONIO,BEXAR,Elementary,No,Yes,66,83.30%,9.10%,A,93,Not Rated: Senate Bill 1365,65,A,93,A,93,C,70,Not Rated,        .
15807,,SOUTHWEST PREPARATORY SCHOOL,REGION 20: SAN ANTONIO,BEXAR,Elementary,No,Yes,89,87.60%,21.30%,Not Rated: Senate Bill 1365,56,Not Rated: Senate Bill 1365,46,Not Rated: Senate Bill 1365,67,Not Rated: Senate Bill 1365,67,Not Rated: Senate Bill 1365,47,Not Rated: Senate Bill 1365,30
15809,,BEXAR COUNTY ACADEMY,REGION 20: SAN ANTONIO,BEXAR,Elementary,No,Yes,261,96.90%,20.30%,Not Rated: Senate Bill 1365,65,Not Rated: Senate Bill 1365,47,Not Rated: Senate Bill 1365,65,Not Rated: Senate Bill 1365,65,Not Rated: Senate Bill 1365,49,Not Rated: Senate Bill 1365,65
15815,,HERITAGE ACADEMY,REGION 20: SAN ANTONIO,BEXAR,Elementary,No,Yes,111,95.50%,5.40%,A,90,B,83,A,92,A,92,A,90,B,86
15822,,JUBILEE ACADEMIES,REGION 20: SAN ANTONIO,BEXAR,Elementary,No,Yes,785,89.30%,10.70%,Not Rated: Senate Bill 1365,69,Not Rated: Senate Bill 1365,56,C,70,C,70,Not Rated: Senate Bill 1365,58,Not Rated: Senate Bill 1365,66
15822,,JUBILEE ACADEMIES,REGION 20: SAN ANTONIO,BEXAR,Elementary,No,Yes,270,82.20%,3.70%,Not Rated: Senate Bill 1365,63,Not Rated: Senate Bill 1365,59,Not Rated: Senate Bill 1365,62,Not Rated: Senate Bill 1365,62,Not Rated: Senate Bill 1365,60,Not Rated: Senate Bill 1365,65
15822,,JUBILEE ACADEMIES,REGION 20: SAN ANTONIO,BEXAR,Elementary,No,Yes,288,86.50%,4.50%,C,74,Not Rated: Senate Bill 1365,57,C,75,C,75,Not Rated: Senate Bill 1365,59,C,72
15822,,JUBILEE ACADEMIES,REGION 20: SAN ANTONIO,BEXAR,Elementary,No,Yes,369,81.30%,69.90%,A,91,C,76,A,92,A,92,B,84,B,88
15822,,JUBILEE ACADEMIES,REGION 20: SAN ANTONIO,BEXAR,Elementary,No,Yes,396,71.70%,26.50%,B,81,Not Rated: Senate Bill 1365,69,B,83,B,83,C,70,C,76
15822,,JUBILEE ACADEMIES,REGION 20: SAN ANTONIO,BEXAR,Elementary,No,Yes,195,94.90%,56.90%,B,87,C,72,A,91,A,91,B,80,C,77
15822,,JUBILEE ACADEMIES,REGION 20: SAN ANTONIO,BEXAR,Elementary,No,Yes,233,93.10%,12.90%,C,76,Not Rated: Senate Bill 1365,52,C,77,C,77,Not Rated: Senate Bill 1365,54,C,72
15822,,JUBILEE ACADEMIES,REGION 20: SAN ANTONIO,BEXAR,Elementary,No,Yes,112,86.60%,12.50%,Not Rated: Senate Bill 1365,50,Not Rated: Senate Bill 1365,57,Not Rated: Senate Bill 1365,59,Not Rated: Senate Bill 1365,57,Not Rated: Senate Bill 1365,59,Not Rated: Senate Bill 1365,30
15825,,LIGHTHOUSE PUBLIC SCHOOLS,REGION 20: SAN ANTONIO,BEXAR,Elementary,No,Yes,219,89.00%,29.20%,Not Rated: Senate Bill 1365,58,Not Rated: Senate Bill 1365,47,Not Rated: Senate Bill 1365,56,Not Rated: Senate Bill 1365,56,Not Rated: Senate Bill 1365,48,Not Rated: Senate Bill 1365,63
15825,,LIGHTHOUSE PUBLIC SCHOOLS,REGION 20: SAN ANTONIO,BEXAR,Elementary,No,Yes,134,93.30%,26.10%,Not Rated,        .,Not Rated,        .,Not Rated,        .,Not Rated,        .,Not Rated,        .,Not Rated,        .
15827,,SCHOOL OF SCIENCE AND TECHNOLOGY,REGION 20: SAN ANTONIO,BEXAR,Elementary,No,Yes,782,47.70%,12.40%,A,93,B,82,A,91,A,91,B,80,A,98
15827,,SCHOOL OF SCIENCE AND TECHNOLOGY,REGION 20: SAN ANTONIO,BEXAR,Elementary,No,Yes,515,77.90%,26.00%,B,89,C,71,A,94,A,94,C,75,C,76
15827,,SCHOOL OF SCIENCE AND TECHNOLOGY,REGION 20: SAN ANTONIO,BEXAR,Elementary,No,Yes,517,92.50%,37.30%,B,89,C,70,A,93,A,93,C,77,C,78
15827,,SCHOOL OF SCIENCE AND TECHNOLOGY,REGION 20: SAN ANTONIO,BEXAR,Elementary,No,Yes,807,56.30%,23.90%,B,83,C,73,B,86,B,86,C,72,C,77
15827,,SCHOOL OF SCIENCE AND TECHNOLOGY,REGION 20: SAN ANTONIO,BEXAR,Elementary,No,Yes,229,21.80%,2.60%,A,98,A,94,A,97,A,97,B,88,A,100
15828,,HARMONY PUBLIC SCHOOLS - SOUTH TEXAS,REGION 20: SAN ANTONIO,BEXAR,Elementary,No,Yes,431,91.90%,12.50%,Not Rated: Senate Bill 1365,65,Not Rated: Senate Bill 1365,58,Not Rated: Senate Bill 1365,65,Not Rated: Senate Bill 1365,65,Not Rated: Senate Bill 1365,62,Not Rated: Senate Bill 1365,66
15828,,HARMONY PUBLIC SCHOOLS - SOUTH TEXAS,REGION 20: SAN ANTONIO,BEXAR,Elementary,No,Yes,647,88.30%,58.70%,B,84,Not Rated: Senate Bill 1365,58,B,88,B,88,Not Rated: Senate Bill 1365,60,C,74
15828,,HARMONY PUBLIC SCHOOLS - SOUTH TEXAS,REGION 20: SAN ANTONIO,BEXAR,Elementary,No,Yes,498,91.20%,54.40%,B,82,Not Rated: Senate Bill 1365,59,B,85,B,85,Not Rated: Senate Bill 1365,65,C,74
15828,,HARMONY PUBLIC SCHOOLS - SOUTH TEXAS,REGION 20: SAN ANTONIO,BEXAR,Elementary,No,Yes,383,80.90%,21.90%,B,81,Not Rated: Senate Bill 1365,58,B,85,B,85,Not Rated: Senate Bill 1365,59,C,71
15830,,BROOKS ACADEMIES OF TEXAS,REGION 20: SAN ANTONIO,BEXAR,Elementary,No,Yes,146,62.30%,18.50%,B,87,C,77,A,92,A,92,B,80,C,76
15830,,BROOKS ACADEMIES OF TEXAS,REGION 20: SAN ANTONIO,BEXAR,Elementary,No,Yes,238,41.20%,16.40%,B,88,A,90,A,92,A,92,B,84,C,77
15831,,SCHOOL OF SCIENCE AND TECHNOLOGY DISCOVERY,REGION 20: SAN ANTONIO,BEXAR,Elementary,No,Yes,560,68.20%,18.40%,B,86,C,72,B,89,B,89,C,75,C,78
15831,,SCHOOL OF SCIENCE AND TECHNOLOGY DISCOVERY,REGION 20: SAN ANTONIO,BEXAR,Elementary,No,Yes,695,76.80%,32.90%,A,95,A,90,A,96,A,96,A,91,A,94
15831,,SCHOOL OF SCIENCE AND TECHNOLOGY DISCOVERY,REGION 20: SAN ANTONIO,BEXAR,Elementary,No,Yes,703,27.90%,12.10%,B,88,C,79,A,91,A,91,Not Rated: Senate Bill 1365,60,B,81
15831,,SCHOOL OF SCIENCE AND TECHNOLOGY DISCOVERY,REGION 20: SAN ANTONIO,BEXAR,Elementary,No,Yes,777,69.60%,28.40%,A,92,B,89,A,95,A,95,A,90,B,85
15834,,BASIS TEXAS,REGION 20: SAN ANTONIO,BEXAR,Elementary,No,Yes,701,5.00%,12.80%,A,93,A,93,A,92,A,92,C,72,A,94
15834,,BASIS TEXAS,REGION 20: SAN ANTONIO,BEXAR,Elementary,No,Yes,283,1.10%,9.90%,A,98,A,97,A,96,A,96,A,91,A,100
15834,,BASIS TEXAS,REGION 20: SAN ANTONIO,BEXAR,Elementary,No,Yes,766,1.00%,27.30%,A,96,A,94,A,92,A,92,B,81,A,100
15834,,BASIS TEXAS,REGION 20: SAN ANTONIO,BEXAR,Elementary,No,Yes,269,1.10%,13.00%,Not Rated,        .,Not Rated,        .,Not Rated,        .,Not Rated,        .,Not Rated,        .,Not Rated,        .
15834,,BASIS TEXAS,REGION 20: SAN ANTONIO,BEXAR,Elementary,No,Yes,361,29.60%,3.60%,A,91,A,92,B,87,B,83,B,87,B,89
15835,,GREAT HEARTS TEXAS,REGION 20: SAN ANTONIO,BEXAR,Elementary,No,Yes,463,19.00%,3.90%,A,95,A,92,A,93,A,93,B,80,A,100
15835,,GREAT HEARTS TEXAS,REGION 20: SAN ANTONIO,BEXAR,Elementary,No,Yes,747,13.90%,18.90%,A,91,A,91,A,92,A,92,C,72,B,88
15835,,GREAT HEARTS TEXAS,REGION 20: SAN ANTONIO,BEXAR,Elementary,No,Yes,888,37.40%,8.90%,C,77,C,78,C,77,C,77,Not Rated: Senate Bill 1365,69,C,76
15835,,GREAT HEARTS TEXAS,REGION 20: SAN ANTONIO,BEXAR,Elementary,No,Yes,798,19.20%,9.00%,C,79,C,79,B,80,B,80,Not Rated: Senate Bill 1365,57,C,75
15835,,GREAT HEARTS TEXAS,REGION 20: SAN ANTONIO,BEXAR,Elementary,No,Yes,791,23.80%,4.30%,C,79,B,83,Not Rated: Senate Bill 1365,67,Not Rated: Senate Bill 1365,67,Not Rated: Senate Bill 1365,63,C,70
15835,,GREAT HEARTS TEXAS,REGION 20: SAN ANTONIO,BEXAR,Elementary,No,Yes,832,24.80%,4.30%,C,75,C,76,Not Rated: Senate Bill 1365,69,Not Rated: Senate Bill 1365,69,Not Rated: Senate Bill 1365,57,C,72
15835,,GREAT HEARTS TEXAS,REGION 20: SAN ANTONIO,BEXAR,Elementary,No,Yes,647,39.90%,15.60%,C,72,C,72,C,70,C,70,Not Rated: Senate Bill 1365,58,C,71
15835,,GREAT HEARTS TEXAS,REGION 20: SAN ANTONIO,BEXAR,Elementary,No,Yes,436,3.90%,1.60%,C,79,C,79,B,82,B,82,Not Rated: Senate Bill 1365,54,C,72
15836,,ELEANOR KOLITZ HEBREW LANGUAGE ACADEMY,REGION 20: SAN ANTONIO,BEXAR,Elementary,No,Yes,489,17.80%,8.00%,B,89,A,93,A,90,A,90,B,85,C,79
15838,,COMPASS ROSE PUBLIC SCHOOLS,REGION 20: SAN ANTONIO,BEXAR,Elementary,No,Yes,432,91.00%,14.60%,B,84,Not Rated: Senate Bill 1365,56,B,88,B,88,Not Rated: Senate Bill 1365,59,C,74
15838,,COMPASS ROSE PUBLIC SCHOOLS,REGION 20: SAN ANTONIO,BEXAR,Elementary,No,Yes,340,88.80%,11.50%,C,79,Not Rated: Senate Bill 1365,52,B,82,B,82,Not Rated: Senate Bill 1365,54,C,73
15838,,COMPASS ROSE PUBLIC SCHOOLS,REGION 20: SAN ANTONIO,BEXAR,Elementary,No,Yes,296,86.80%,21.30%,Not Rated: Senate Bill 1365,46,Not Rated: Senate Bill 1365,48,Not Rated: Senate Bill 1365,53,Not Rated: Senate Bill 1365,53,Not Rated: Senate Bill 1365,49,Not Rated: Senate Bill 1365,31
15838,,COMPASS ROSE PUBLIC SCHOOLS,REGION 20: SAN ANTONIO,BEXAR,Elementary,No,Yes,164,68.90%,22.60%,C,79,Not Rated: Senate Bill 1365,60,B,80,B,80,Not Rated: Senate Bill 1365,58,C,76
15839,,PROMESA ACADEMY CHARTER SCHOOL,REGION 20: SAN ANTONIO,BEXAR,Elementary,No,Yes,262,80.90%,9.20%,Not Rated: Senate Bill 1365,59,Not Rated: Senate Bill 1365,56,Not Rated: Senate Bill 1365,56,Not Rated,        .,Not Rated: Senate Bill 1365,56,Not Rated: Senate Bill 1365,66
15841,,THE GATHERING PLACE,REGION 20: SAN ANTONIO,BEXAR,Elementary,No,Yes,465,57.60%,4.90%,Not Rated: Senate Bill 1365,41,Not Rated: Senate Bill 1365,46,Not Rated: Senate Bill 1365,44,Not Rated,        .,Not Rated: Senate Bill 1365,44,Not Rated: Senate Bill 1365,30
15842,,ROYAL PUBLIC SCHOOLS,REGION 20: SAN ANTONIO,BEXAR,Elementary,No,Yes,111,97.30%,9.00%,Not Rated,        .,Not Rated,        .,Not Rated,        .,Not Rated,        .,Not Rated,        .,Not Rated,        .
15843,,PRELUDE PREPARATORY CHARTER SCHOOL,REGION 20: SAN ANTONIO,BEXAR,Elementary,No,Yes,30,86.70%,0.00%,Not Rated,        .,Not Rated,        .,Not Rated,        .,Not Rated,        .,Not Rated,        .,Not Rated,        .
15901,,ALAMO HEIGHTS ISD,REGION 20: SAN ANTONIO,BEXAR,Elementary,No,No,815,23.70%,10.80%,A,91,A,90,A,92,A,92,C,75,B,89
15901,,ALAMO HEIGHTS ISD,REGION 20: SAN ANTONIO,BEXAR,Elementary,No,No,377,28.60%,14.30%,A,93,Not Rated,        .,Not Rated,        .,Not Rated,        .,Not Rated,        .,Not Rated,        .
15901,,ALAMO HEIGHTS ISD,REGION 20: SAN ANTONIO,BEXAR,Elementary,No,No,849,17.70%,7.80%,A,93,A,92,A,93,A,93,C,79,A,92
15904,,HARLANDALE ISD,REGION 20: SAN ANTONIO,BEXAR,Elementary,No,No,400,87.50%,24.30%,B,81,Not Rated: Senate Bill 1365,67,B,83,B,83,C,73,C,75
15904,,HARLANDALE ISD,REGION 20: SAN ANTONIO,BEXAR,Elementary,No,No,455,91.00%,20.40%,C,71,Not Rated: Senate Bill 1365,51,C,72,C,72,Not Rated: Senate Bill 1365,53,Not Rated: Senate Bill 1365,67
15904,,HARLANDALE ISD,REGION 20: SAN ANTONIO,BEXAR,Elementary,No,No,379,93.40%,17.40%,B,87,C,72,A,91,A,91,B,81,C,77
15904,,HARLANDALE ISD,REGION 20: SAN ANTONIO,BEXAR,Elementary,No,No,311,93.60%,30.50%,C,75,Not Rated: Senate Bill 1365,51,C,75,C,75,Not Rated: Senate Bill 1365,53,C,74
15904,,HARLANDALE ISD,REGION 20: SAN ANTONIO,BEXAR,Elementary,No,No,459,96.50%,22.40%,B,84,Not Rated: Senate Bill 1365,59,B,89,A,94,Not Rated: Senate Bill 1365,66,C,73
15904,,HARLANDALE ISD,REGION 20: SAN ANTONIO,BEXAR,Elementary,No,No,579,94.30%,21.90%,C,78,Not Rated: Senate Bill 1365,58,C,79,C,79,Not Rated: Senate Bill 1365,63,C,74
15904,,HARLANDALE ISD,REGION 20: SAN ANTONIO,BEXAR,Elementary,No,No,503,92.60%,28.20%,B,87,Not Rated: Senate Bill 1365,64,A,92,A,92,C,70,C,76
15904,,HARLANDALE ISD,REGION 20: SAN ANTONIO,BEXAR,Elementary,No,No,571,87.40%,9.10%,B,86,Not Rated: Senate Bill 1365,65,A,90,A,90,C,72,C,76
15904,,HARLANDALE ISD,REGION 20: SAN ANTONIO,BEXAR,Elementary,No,No,355,91.00%,24.80%,B,86,Not Rated: Senate Bill 1365,65,A,91,A,91,C,72,C,74
15904,,HARLANDALE ISD,REGION 20: SAN ANTONIO,BEXAR,Elementary,No,No,351,91.20%,15.10%,B,80,Not Rated: Senate Bill 1365,56,B,83,B,83,Not Rated: Senate Bill 1365,59,C,72
15904,,HARLANDALE ISD,REGION 20: SAN ANTONIO,BEXAR,Elementary,No,No,359,96.10%,29.20%,B,81,Not Rated: Senate Bill 1365,60,B,83,B,83,Not Rated: Senate Bill 1365,69,C,75
15904,,HARLANDALE ISD,REGION 20: SAN ANTONIO,BEXAR,Elementary,No,No,365,89.60%,15.90%,B,88,Not Rated: Senate Bill 1365,62,A,93,A,93,Not Rated: Senate Bill 1365,69,C,75
15904,,HARLANDALE ISD,REGION 20: SAN ANTONIO,BEXAR,Elementary,No,No,461,95.00%,16.70%,C,79,Not Rated: Senate Bill 1365,59,B,83,B,83,Not Rated: Senate Bill 1365,66,C,71
15905,,EDGEWOOD ISD,REGION 20: SAN ANTONIO,BEXAR,Elementary,No,No,227,99.10%,36.10%,C,76,Not Rated: Senate Bill 1365,53,C,77,C,77,Not Rated: Senate Bill 1365,55,C,74
15905,,EDGEWOOD ISD,REGION 20: SAN ANTONIO,BEXAR,Elementary,No,No,340,93.50%,2.40%,B,88,Not Rated: Senate Bill 1365,65,A,94,A,94,C,72,C,75
15905,,EDGEWOOD ISD,REGION 20: SAN ANTONIO,BEXAR,Elementary,No,No,370,95.10%,28.60%,B,80,Not Rated: Senate Bill 1365,57,B,82,B,82,Not Rated: Senate Bill 1365,60,C,74
15905,,EDGEWOOD ISD,REGION 20: SAN ANTONIO,BEXAR,Elementary,No,No,100,91.00%,19.00%,B,81,Not Rated: Senate Bill 1365,56,B,85,B,85,Not Rated: Senate Bill 1365,58,C,72
15905,,EDGEWOOD ISD,REGION 20: SAN ANTONIO,BEXAR,Elementary,No,No,554,97.80%,32.30%,C,77,Not Rated: Senate Bill 1365,54,C,79,C,79,Not Rated: Senate Bill 1365,56,C,73
15905,,EDGEWOOD ISD,REGION 20: SAN ANTONIO,BEXAR,Elementary,No,No,392,82.70%,23.20%,C,72,Not Rated: Senate Bill 1365,52,C,72,C,72,Not Rated: Senate Bill 1365,53,C,73
15905,,EDGEWOOD ISD,REGION 20: SAN ANTONIO,BEXAR,Elementary,No,No,521,90.80%,23.00%,C,71,Not Rated: Senate Bill 1365,50,C,75,C,75,Not Rated: Senate Bill 1365,52,Not Rated: Senate Bill 1365,63
15905,,EDGEWOOD ISD,REGION 20: SAN ANTONIO,BEXAR,Elementary,No,No,84,96.40%,29.80%,B,83,Not Rated: Senate Bill 1365,52,B,88,B,88,Not Rated: Senate Bill 1365,54,C,72
15905,,EDGEWOOD ISD,REGION 20: SAN ANTONIO,BEXAR,Elementary,No,No,434,82.70%,22.80%,C,74,Not Rated: Senate Bill 1365,52,C,77,C,77,Not Rated: Senate Bill 1365,53,Not Rated: Senate Bill 1365,67
15905,,EDGEWOOD ISD,REGION 20: SAN ANTONIO,BEXAR,Elementary,No,No,173,98.80%,23.10%,C,76,Not Rated,        .,Not Rated,        .,Not Rated,        .,Not Rated,        .,Not Rated,        .
15905,,EDGEWOOD ISD,REGION 20: SAN ANTONIO,BEXAR,Elementary,No,No,251,94.80%,17.50%,C,76,Not Rated,        .,Not Rated,        .,Not Rated,        .,Not Rated,        .,Not Rated,        .
15905,,EDGEWOOD ISD,REGION 20: SAN ANTONIO,BEXAR,Elementary,No,No,307,90.20%,21.80%,C,76,Not Rated,        .,Not Rated,        .,Not Rated,        .,Not Rated,        .,Not Rated,        .
15905,,EDGEWOOD ISD,REGION 20: SAN ANTONIO,BEXAR,Elementary,No,No,74,90.50%,8.10%,C,76,Not Rated,        .,Not Rated,        .,Not Rated,        .,Not Rated,        .,Not Rated,        .
15905,,EDGEWOOD ISD,REGION 20: SAN ANTONIO,BEXAR,Elementary,No,No,143,67.80%,23.80%,Not Rated: Senate Bill 1365,44,Not Rated: Senate Bill 1365,50,Not Rated: Senate Bill 1365,49,Not Rated,        .,Not Rated: Senate Bill 1365,49,Not Rated: Senate Bill 1365,30
15905,,EDGEWOOD ISD,REGION 20: SAN ANTONIO,BEXAR,Elementary,No,No,144,89.60%,33.30%,C,74,Not Rated: Senate Bill 1365,50,C,75,C,75,Not Rated: Senate Bill 1365,52,C,73
15906,,RANDOLPH FIELD ISD,REGION 20: SAN ANTONIO,BEXAR,Elementary,No,No,645,3.60%,0.80%,A,93,A,92,A,91,A,91,Not Rated: Senate Bill 1365,63,A,96
15907,,SAN ANTONIO ISD,REGION 20: SAN ANTONIO,BEXAR,Elementary,No,No,555,92.80%,46.70%,B,87,Not Rated: Senate Bill 1365,65,A,92,A,92,C,72,C,75
15907,,SAN ANTONIO ISD,REGION 20: SAN ANTONIO,BEXAR,Elementary,No,No,359,93.90%,22.80%,B,85,Not Rated: Senate Bill 1365,58,B,89,A,90,Not Rated: Senate Bill 1365,62,C,77
